sex,age,bw,bmi,bfp,height_cm,rmr,pal,nonresting_week,fm0,ffm0,p_ratio,ed_eff,met_ind
1,38.999548134659484,100.59909913882537,34.01066028236962,42.1929836144988,171.9845815706943,1731.8144245751744,1.34528476456816,4185.783951056279,42.445761415977984,58.15333772284738,0.5,5628.5,3.6321253794054247
1,52.120846498648305,95.58899940105323,31.99031657889074,29.654828951824587,172.8600717059395,1838.050403054092,1.4449566600010133,5724.969377795255,28.346754269142966,67.24224513191027,0.5,5628.5,3.5847736360221614
1,35.620028688270395,111.453430421529,30.13565818831732,29.78519940030095,192.31199778269314,2220.685041538479,1.4267117396103648,6633.146640411196,33.19662648952809,78.2568039320009,0.5,5628.5,3.421998343935835
0,39.6126036888025,67.56830167577778,38.46121967034273,43.732234392670755,132.5439702458162,1095.586876297418,1.5042784279846981,3867.365793899495,29.54912806399802,38.019173611779756,0.5,5628.5,5.580464434360695
1,40.44520076686618,78.46835186019044,33.09036097045696,36.26132895784343,153.9914162028327,1388.7487995802567,1.4221093613001188,4103.427081579902,28.45366719582171,50.01468466436873,0.5,5628.5,5.525846156652483
1,64.66807813690916,59.116040572103,28.587155762496685,27.303416702584933,143.80275130359226,1190.9873573056243,1.441800162610485,3683.2488568725967,16.140698895470457,42.975341676632546,0.5,5628.5,4.335632802001896
1,37.28628041501771,109.30081096131183,31.44255461497956,35.60412348273392,186.44587535727698,2111.2454602823336,1.3718638828952343,5495.671542238673,38.91559570229503,70.3852152590168,0.5,5628.5,4.769445562491715
0,33.90604479370168,135.95414138557976,30.041751939204037,35.76979852514348,212.7323770347008,2334.7270364866285,1.335882799723697,5489.362575240173,48.630522460210585,87.32361892536917,0.5,5628.5,3.5610949944016212
0,59.87477397483317,89.19781513211987,40.041750708554275,41.514294586340625,149.2521443797934,1618.600663928071,1.526251401381451,5962.536073683661,37.02984373852776,52.16797139359211,0.5,5628.5,4.829408391920974
0,35.301798119377644,84.93814654450455,30.783612867282855,36.61785047111313,166.1084002212563,1479.4123949808052,1.4226890878905996,4377.3203309393875,31.10252349460162,53.83562304990293,0.5,5628.5,4.438818941732237
0,57.654833663013434,73.04032439128754,33.559555151645384,46.26626370135828,147.52759037383942,1204.7485212811946,1.398254257839571,3358.5735975831385,33.7930290912006,39.24729530008694,0.5,5628.5,4.5023013346074885
1,49.90591160448719,80.4962800543026,36.26402701106872,31.523586870108588,148.98751986943722,1543.79281094399,1.594165508675384,6420.879085627558,25.375314770123975,55.120965284178624,0.5,5628.5,3.754449745624292
1,47.84570520663398,74.72661247203953,29.743819022530584,35.42412984076742,158.50365549363886,1578.899557960131,1.3546894337902278,3920.132931571639,26.471252227702383,48.255360244337155,0.5,5628.5,4.339280688850316
1,52.948498866293555,90.73284852278805,32.8546826104503,31.14639772334792,166.18186735853502,1857.5259499331657,1.4444085174490486,5778.502474730537,28.260013866630374,62.47283465615767,0.5,5628.5,3.968002523288395
0,52.149362261658794,88.69337073414292,35.13493960248717,38.54046490618091,158.8824669660522,1348.2349739625904,1.3453975520777242,3259.73941742577,34.18283742190128,54.510533312241634,0.5,5628.5,3.157963575445522
0,33.03044814184977,79.23089654631364,38.50367869136188,51.54847943092831,143.4485533587606,1511.1805815472928,1.3908395252248613,4134.4037071468165,40.842322409116576,38.38857413719707,0.5,5628.5,4.373343634578762
0,64.9493633406859,60.52490246251905,35.144331923090476,38.98254502064111,131.23189590472813,1000.0,1.378849064728984,2651.9434531028874,23.59414735115061,36.93075511136844,0.5,5628.5,3.7632121209122094
0,60.77196931536345,133.39268088174268,28.59256483082185,37.591895245158994,215.99288394894623,1892.519136712199,1.4557610577461488,6037.755664869462,50.14483686177394,83.24784401996874,0.5,5628.5,3.9740204751650037
0,58.43319029986345,56.26250139336648,31.651443999752185,41.04059715043322,133.3253567003892,1049.2508546098873,1.3961383604877096,2909.539592998422,23.090466543608414,33.17203484975806,0.5,5628.5,4.205649970759615
0,49.107088418954895,79.32159757637154,31.962039128808286,39.14413087880493,157.53551855374423,1310.5161705700345,1.372190079922023,3414.327827844953,31.049749970453835,48.27184760591771,0.5,5628.5,4.434485675239516
0,46.36943158379451,74.15756084525424,32.35008864759234,45.31289215764812,151.40491747928172,1402.4249167056444,1.36070450433449,3541.0268911265357,33.60293557255234,40.5546252727019,0.5,5628.5,4.086606179877589
1,46.736282091176804,83.06013853789612,40.12537853488037,29.70636788270053,143.87546966071082,1614.2421723057437,1.4788512059409422,5410.872676225321,24.674150317948136,58.38598821994799,0.5,5628.5,5.502001813168845
0,26.66374410143324,90.00799377761908,27.790967827961452,44.74038321666301,179.96527115388352,1809.8269455958655,1.3412154281082116,4322.786132302892,40.269921341736975,49.7380724358821,0.5,5628.5,5.340640020790282
1,45.73570037713669,69.33165440079755,31.442933090346056,40.13195785587114,148.49241005976438,1284.6211107375314,1.3945596008530148,3548.017148899698,27.8241503249063,41.50750407589125,0.5,5628.5,4.1008404381903825
1,49.148701565443666,121.37389136192326,33.41640562499043,28.36502675999571,190.58239093147697,2124.676287837541,1.3875862069848737,5764.46656431558,34.427736764457656,86.94615459746561,0.5,5628.5,4.427577282959309
0,50.143021427967355,68.65258168266737,28.695503782438315,39.631766911498204,154.67549335504674,1350.2754865491881,1.3968758577028524,3751.242193015418,27.208231151200643,41.44435053146673,0.5,5628.5,4.6669371513262154
1,41.052739341002706,84.43276503329257,33.32506207842786,32.50317749508856,159.1732275047792,1432.1944126393043,1.4359199566312795,4370.254883717004,27.44333148278215,56.98943355051042,0.5,5628.5,3.976253505102197
1,44.96861154581188,95.33250671132346,29.018836743393358,31.533877395161824,181.25103981249026,1870.2139511727398,1.4958942951377108,6491.999003514632,30.06203578408316,65.2704709272403,0.5,5628.5,4.699681539036377
0,49.50279259218717,63.36857071869449,37.651794125065706,35.86731796846204,129.73110527284908,1000.0,1.3274651767668486,2292.2562373679402,22.728606751743882,40.63996396695061,0.5,5628.5,4.3849252984615905
0,43.78977061422982,111.07539571594167,31.090067911520308,41.68249304939167,189.01579584865112,1675.2315851313929,1.4468129226742144,5239.605844961002,46.29899409888168,64.77640161705999,0.5,5628.5,3.4285353180739833
1,62.02464675996401,72.34653913361683,33.730914500334535,33.065481749433296,146.4518365842975,1314.9970514432373,1.3230557514935453,2973.7215246605388,23.921731693572692,48.424807440044134,0.5,5628.5,4.11662380562334
0,51.52068924189027,97.92600506419288,34.743217412997694,49.853038324382354,167.88581441934068,1531.6624035943244,1.2568826323692488,2754.2022909542457,48.819088834188676,49.1069162300042,0.5,5628.5,3.9694807239987355
0,25.158189544520354,82.5821539592774,31.481371543614436,38.214961690124696,161.96317458805953,1693.771794055154,1.258080038314731,3059.900826543154,31.558738498417657,51.02341546085975,0.5,5628.5,5.057383910009885
0,27.45142626847171,95.68444875993056,31.966048428095426,47.39472332859796,173.0119906481183,1735.7619462965683,1.4996991347080928,6071.511198365412,45.349379758263176,50.335069001667385,0.5,5628.5,4.5006453537634155
1,51.06721627652981,106.8360564428339,33.60195630633763,29.61064668182451,178.31038719161555,2057.78780444955,1.4814683328058194,6935.317644335306,31.634847202082156,75.20120924075174,0.5,5628.5,3.962289314721543
1,43.355461426895594,67.01337799912024,37.12079150002632,37.36314486368198,134.36066395148598,1352.5547513784209,1.3679734644233146,3483.929803808527,25.038305499858083,41.975072499262154,0.5,5628.5,4.607926854793108
1,56.027902027020126,108.53903851444763,33.00990974580978,33.78348971075542,181.33048226352147,2263.8635413501556,1.4320558758100157,6846.808815506836,36.668274908681276,71.87076360576634,0.5,5628.5,4.4087154138047335
1,35.742725774374286,62.39024294314752,33.40041580056346,30.625128729115662,136.67289750699544,1222.1849412869017,1.3251956206728501,2782.1443339116345,19.107092215746928,43.283150727400596,0.5,5628.5,4.395543508570849
0,26.552446703722506,105.33006308891271,34.49863521449406,50.67722127021818,174.73311326485236,1995.2925148485117,1.4557041853569592,6364.842050195157,53.3783491356287,51.951713953284006,0.5,5628.5,4.008395900926449
1,42.66698191875943,125.65692615005355,32.729232337438226,29.92755217367906,195.94099374555833,2075.3462481590886,1.5936097352746623,8623.620158810862,37.60604213339864,88.05088401665492,0.5,5628.5,4.716856217458052
0,52.463332741626466,67.06547296492118,36.010918564639674,39.77677057163275,136.46849312072283,1220.110520818272,1.5247082157877319,4481.4141010967705,26.67647931403709,40.388993650884096,0.5,5628.5,5.0516483713354345
0,62.68428856177037,71.64017742591894,27.119719955919784,40.44386962064015,162.53081985684105,1401.3456043509777,1.4289169581845123,4207.426257884209,28.97405995413393,42.666117471785,0.5,5628.5,4.482014807019926
1,57.84678234702581,106.93217169439991,33.31975854706939,25.131119026179377,179.14441398824528,2077.2581457014953,1.392170620029349,5702.477304725399,26.873251345798135,80.05892034860177,0.5,5628.5,3.8883414217368077
0,45.31707584542739,99.55625697478631,39.52602405152231,38.02472900317446,158.70576935089724,1527.2038129729676,1.3762742958623249,4022.5327755526273,37.85599692036646,61.70026005441985,0.5,5628.5,4.125203217730779
1,55.0350425980524,56.048107129232974,34.71668502179646,22.28656903528075,127.06073125688478,1000.0,1.3573354474425847,2501.348132098093,12.491200088324618,43.55690704090836,0.5,5628.5,4.216118722198524
1,30.863468646333683,59.70446000002855,33.354357910154526,21.876660529746804,133.79106013528678,1413.2390503900124,1.3030828943710386,2998.3000728126817,13.061342035324715,46.64311796470383,0.5,5628.5,5.215575380597531
1,47.719634471337905,88.46821570204438,36.62673471810216,31.995147820862144,155.41557251856094,1659.9048103020737,1.3414909712165972,3967.897540580097,28.305536388348273,60.1626793136961,0.5,5628.5,4.692620474920136
1,59.80118606068473,96.12199647587121,32.3988125267348,27.075763586191243,172.24508765372272,1722.2006054793867,1.4138233099557234,4988.807284770615,26.025764520133965,70.09623195573725,0.5,5628.5,5.370843153440883
1,42.90082041356917,89.76935808530503,33.158503777951225,34.515560466471584,164.53814511988145,1680.0084264304814,1.3562567438139332,4189.600321060651,30.984397070296854,58.78496101500818,0.5,5628.5,4.229438078506411
0,61.89081440043017,96.23426169447569,30.212648186221458,49.49480549850253,178.47215292868975,1407.4101181836372,1.4488700045841238,4422.209303405821,47.63096064860067,48.60330104587502,0.5,5628.5,5.185373708308715
0,37.50107544531774,64.58919929769372,29.27043204722143,37.820013452961774,148.54751255759336,1272.4710219816789,1.4591283620583357,4089.5927526240134,24.42764386354806,40.16155543414567,0.5,5628.5,4.989332982435637
0,32.789459974414854,73.59798085595166,27.582312803910277,39.46479860282844,163.34942503833895,1440.2548548212992,1.3979115715448704,4011.658508949507,29.045294920549555,44.55268593540211,0.5,5628.5,5.480047830652872
0,46.423012806213876,55.088075347775266,36.080622010002884,50.226507508316274,123.5639524665689,1093.100751983819,1.5038142999664235,3855.038531074492,27.668816300737273,27.419259047037993,0.5,5628.5,4.088449442403373
0,58.93939844094229,56.84204605134102,33.16815136959171,42.59563937196409,130.91042044741477,1000.0,1.4719674661748154,3303.7722632237083,24.212232947674973,32.62981310366605,0.5,5628.5,5.470390701924119
1,40.42877957795767,83.68238735758186,40.04550653719015,33.23525571816368,144.55733564140897,1821.8594914636126,1.2998545335933123,3824.049796597594,27.812055429356604,55.870331928225255,0.5,5628.5,4.749569047723864
0,54.58477650781545,61.93981070196212,29.982083870381295,36.48626322394975,143.73218559616586,1000.0,1.4683388648094409,3278.372053666086,22.599522373134096,39.340288328828024,0.5,5628.5,4.878368537876102
0,35.59243590331072,79.09248087889482,30.794225714484817,54.23103562823019,160.26288434612698,1523.0347339763002,1.4762715657185712,5077.646961762621,42.8926714846846,36.19980939421022,0.5,5628.5,3.9751618818581456
0,52.76398613331085,101.25420438370763,34.97006605481288,42.470948094849945,170.1603250162197,1798.8432161907208,1.3722433191014465,4687.251585365683,43.00362058765774,58.25058379604989,0.5,5628.5,4.038361333142925
0,47.302101595150546,60.935775528420365,28.151076219575643,47.9594264807741,147.12574332857668,1163.7928267404982,1.4010708058210786,3267.343287807217,29.2244484650423,31.711327063378064,0.5,5628.5,6.004845424378554
1,35.82087186366471,97.22575800512206,33.52887714688152,31.063761591501454,170.28687047394448,1917.588512144152,1.296531336596722,3980.375591840373,30.201977672241256,67.0237803328808,0.5,5628.5,4.973495884694438
1,51.905498100428694,63.00960913249892,29.26146436197579,30.389454226710516,146.74231448889827,1164.5734580707267,1.354928135424882,2893.379202268451,19.14827632574997,43.861332806748955,0.5,5628.5,5.2338565135775
1,51.77303085262268,65.94012827168666,29.781985539648833,23.654994290214447,148.7983343027506,1274.9235713852713,1.5293375580813038,4724.054510121619,15.59813357762756,50.341994694059096,0.5,5628.5,4.126239166315835
1,46.16951440097901,100.70889084250986,33.61827286661923,35.0760812078912,173.07972939153044,1926.780200254655,1.5176411319493333,6981.664787141678,35.324732335485265,65.3841585070246,0.5,5628.5,4.496969545951135
0,37.66724525042653,66.69422556796573,34.212388564155134,46.0115170564767,139.6215384587574,1182.9691127443534,1.4392858860008595,3637.6314436248776,30.687024972889596,36.007200595076135,0.5,5628.5,4.548583740750236
1,34.04458805964276,98.84471235668562,30.418462084581513,26.73078383318528,180.26362261602716,2162.9190032773636,1.2668619890441617,4040.4060714920906,26.421966390599415,72.42274596608621,0.5,5628.5,4.133822151344623
0,61.70688558022874,89.45770223636535,31.102952626174467,48.91819341733242,169.5930536393716,1598.4815481952162,1.271014894646961,3032.486158654664,43.76109180668651,45.69661042967884,0.5,5628.5,3.877548934199751
0,50.0596718746404,71.57166680154998,31.245590212554195,42.03273763065411,151.34783030755148,1261.9880088436742,1.4210281875509563,3719.327668521446,30.083530924581474,41.48813587696851,0.5,5628.5,3.975287933798231
0,54.90656834357104,59.034920341932356,29.518184219348647,39.509191973532594,141.4196217720153,1068.6401302644383,1.346598371334828,2592.722500848849,23.3242200093161,35.710700332616256,0.5,5628.5,4.224229979103857
1,51.266051240316315,123.9309632727779,41.162256495698145,47.766806505233745,173.51631878624016,2156.5887036852137,1.4326131857299065,6530.780965872727,59.19786342658011,64.73309984619779,0.5,5628.5,4.387150377958755
0,55.64778126538922,84.96265547908936,35.59108067133468,47.9071379540187,154.50532481204314,1431.4807819216035,1.3071007538022597,3077.2617902710076,40.70317656976497,44.25947890932439,0.5,5628.5,3.3220282736555875
0,35.32442360134442,61.27533150908727,29.074585597876908,47.68851956259269,145.17307235075768,1243.4622028608294,1.5672388436244684,4937.380434290577,29.221298453754606,32.05403305533267,0.5,5628.5,4.4700952151313516
1,45.66723061469288,83.20438174032336,32.0272200794815,27.544616759592994,161.18086304601817,1615.937736335897,1.3138931892571253,3550.6229478959003,22.91832807756084,60.28605366276251,0.5,5628.5,4.547421522626976
0,50.3866681244398,84.21946106023152,29.928011686915138,41.16200768197299,167.75184159051494,1310.6211901711965,1.3702036861645397,3396.377570367132,34.66642103132875,49.55304002890277,0.5,5628.5,4.467281288628757
1,32.67712801910697,102.37276163266554,30.683071953111373,29.5118174772395,182.6597211380362,2345.403023301424,1.3077800234216557,5053.07738211454,30.212062559441723,72.16069907322382,0.5,5628.5,4.643879806772673
0,34.80867069221185,63.238500269494956,40.04983981986753,32.326554694614586,125.65807120797936,1000.0,1.3798125318997794,2658.6877232984552,20.442828377672278,42.79567189182268,0.5,5628.5,3.71447726047677
0,49.4368404359455,77.88360694956005,29.4481285935339,50.11037287993017,162.62757185914109,1109.4434533773551,1.3701459568426784,2874.5920602924457,39.02776585476374,38.855841094796304,0.5,5628.5,5.210440109151087
0,57.20266612419478,78.03188768131349,38.45777374298721,45.270446083724984,142.44394288233605,1411.3160269554683,1.4313577966153952,4261.475202008531,35.32538364088187,42.706504040431625,0.5,5628.5,4.073109126790891
1,50.1923694285674,64.07331057646144,37.72296391511908,24.311186900618846,130.32738397847544,1208.3641158909352,1.4857844154148139,4109.031189524215,15.576982287657522,48.496328288803916,0.5,5628.5,4.410815249514455
0,28.53368458821684,78.24576769067757,36.23945258095339,43.14430797960625,146.93985723689187,1523.773366642356,1.470513585228084,5018.692488697738,33.758594993473174,44.48717269720439,0.5,5628.5,5.1399782475813645
0,62.59229663728756,75.75954522894352,33.46016024495459,31.069350794588583,150.47164583567775,1189.5743891268467,1.450594999808774,3752.113901487937,23.537998867565463,52.22154636137806,0.5,5628.5,4.844593714657861
0,34.36231297098551,63.136430126790295,30.958360197868977,41.350594751652686,142.8075066614444,1171.2718677066964,1.5915974564554944,4850.450204272105,26.10728936238941,37.029140764400886,0.5,5628.5,4.855952232586858
1,37.91085025860419,84.06929029200919,37.534887681198946,35.491017335116815,149.65841116311515,1677.8381238032966,1.2833502891170263,3327.911422298632,29.837046391046655,54.23224390096253,0.5,5628.5,5.008041640483448
1,62.91884846117898,67.05491489396101,37.587696749219546,31.578881488137075,133.5649329999261,1199.0975750478246,1.4648037126638103,3901.4150330988055,21.175192106335125,45.87972278762589,0.5,5628.5,5.601349365427165
1,53.59142418590561,126.73123116459537,33.75476428499441,32.88190830371757,193.7645335449624,2499.3202418785454,1.3190958475557164,5582.658976267749,41.6716472237146,85.05958394088077,0.5,5628.5,3.4955671156388606
0,60.4687470296947,86.14895319742278,28.0216709624779,40.269281957499345,175.33878295700453,1569.1438962137404,1.423650372637864,4653.378774473666,34.69156486650433,51.457388330918455,0.5,5628.5,6.1473875421257045
1,54.813015794874254,117.21906020549115,30.185408933318605,34.54562417050599,197.06095614960125,2150.5520253600994,1.470783708738777,7087.114008343012,40.49405599478811,76.72500421070303,0.5,5628.5,5.408051413228334
1,49.942537560731324,98.97218867121566,28.17809142749949,25.197099970007052,187.41346932081794,2098.946129631126,1.4346587628051177,6386.277295300389,24.938121321990206,74.03406734922545,0.5,5628.5,3.8705125382187635
1,39.60642715479983,93.51100575210204,30.02060023235154,32.12291005978759,176.49064016679424,1866.9277519044856,1.3138462982296344,4101.498547981772,30.03845627375054,63.472549478351496,0.5,5628.5,4.183722609264003
0,40.89678639602538,66.13277898218888,33.58038799703394,43.076514043805055,140.33484892596556,1112.6275453000053,1.3347957750050086,2607.521009244449,28.487695825821152,37.64508315636773,0.5,5628.5,4.74883968497811
0,61.08901902805238,104.20040681161849,37.94728924577084,53.29304239365599,165.70832538298617,1426.4204528699736,1.4959997682230572,4952.529498084947,55.53156697647784,48.66883983514065,0.5,5628.5,5.207511793626273
0,56.86759056534602,88.84994532181312,35.134430457779104,40.059750599079386,159.02379870149824,1383.2786763541128,1.5061619718733026,4901.141437315828,35.59306650333674,53.25687881847638,0.5,5628.5,4.567534711661602
1,41.85132267012348,57.65421422341933,34.55310570912053,38.620885954839906,129.17307087406274,1220.634833562415,1.4538398303933444,3877.808940853222,22.26656832338587,35.38764590003346,0.5,5628.5,4.523758387737818
0,42.24650727144489,79.38465245387847,36.29639428756485,32.54722056317814,147.88922459556494,1623.6766994364905,1.3610625753235355,4103.742234139501,25.83749792747624,53.54715452640224,0.5,5628.5,3.8100311947009
0,40.01429290025462,109.95211254378013,34.98339340982891,42.05751331388199,177.28452251173474,1968.7717401474056,1.3513837841386207,4842.561249107208,46.24312437199484,63.70898817178529,0.5,5628.5,4.859159608591843
0,40.87443294263269,63.09636720267033,32.9153336678613,44.16879235923824,138.45321556903176,1165.619017084013,1.2974030357533874,2426.610439488655,27.868903415969953,35.227463786700376,0.5,5628.5,4.503346079009058
1,56.86930416945648,86.4557496218081,37.277433330559084,41.55273771134084,152.29089510301563,1411.5089260288132,1.3962179995082897,3914.8567007146166,35.924730876723466,50.53101874508463,0.5,5628.5,3.7635619954352997
0,26.209170043572808,79.37573255342527,31.529467607355155,34.897652722633836,158.6666142192137,1575.089165671412,1.3819132580527065,4210.8320448956165,27.700267492540966,51.6754650608843,0.5,5628.5,5.313678924780657
1,44.003519854776215,85.07412230412413,39.67871458149253,39.493245374775896,146.4265875744538,1560.697670998823,1.35012373830713,3825.061120561375,33.59853187200469,51.47559043211944,0.5,5628.5,4.08012460849198
1,60.82718666918801,84.97428056036132,29.15385386930151,27.611947963226662,170.72446555264696,1721.500648992649,1.4323013463510283,5209.449338125839,23.463054130453198,61.51122642990812,0.5,5628.5,4.553292734416403
1,46.909430111928074,65.61325103188794,34.95832096604256,30.069520794058185,136.99997746087703,1239.8992579901192,1.340865288874502,2958.470331250579,19.72959016269114,45.8836608691968,0.5,5628.5,5.083780841695743
0,44.39901614959214,59.45743391230266,33.499112653322136,27.720219051680687,133.22521483830025,1039.1898108909684,1.304403335595302,2214.3299132630327,16.481730922998576,42.97570298930408,0.5,5628.5,4.774919598492053
1,40.46176151851637,72.93264356870897,32.73485879315955,29.239311043751247,149.26422894560872,1475.3046955835848,1.3893206940670175,4020.566536314519,21.325002505485255,51.60764106322371,0.5,5628.5,4.074789370088975
1,31.076713226173542,109.38838284752774,32.77528768941605,35.832080670947285,182.68897736039222,2013.6530647851437,1.4492291332719631,6332.141347027036,39.1961335865708,70.19224926095694,0.5,5628.5,6.392075882486836
1,37.63328584130258,83.1489233587674,27.91861144365005,26.337717799367695,172.5764010478535,1762.0342738504569,1.3348210694550386,4129.763399909297,21.899528787444687,61.24939457132272,0.5,5628.5,3.7258093858283563
0,32.00563298864237,118.94960816823105,36.344106394681404,40.08990293555766,180.91080674081746,1882.9321774069927,1.419589173560291,5530.4056933179545,47.68678245687,71.26282571136105,0.5,5628.5,5.01859845340433
0,33.79226577315815,95.61161794261461,31.97686563438956,39.2138454586448,172.91687875529297,1469.3025287867545,1.3038107272929391,3124.7290891884095,37.49299210052679,58.11862584208782,0.5,5628.5,4.450744980372703
0,35.36575819444799,104.93983014003997,33.25446513768355,48.719876365221864,177.64181218646004,1657.3054535663443,1.3555513243394324,4124.800041953342,51.12655550210131,53.81327463793866,0.5,5628.5,3.6483907821547343
0,40.147313008868984,66.85675903885425,37.82617713005012,49.99853342551284,132.94635475758204,1136.7881538499707,1.4778498596082281,3802.4984180505376,33.42739901525612,33.42936002359813,0.5,5628.5,4.090071600779574
0,26.262939949556117,69.5377904567217,34.29769051622807,50.00150000184438,142.38951308015095,1104.8501404382876,1.3242522735101168,2507.7511894756058,34.769938296500236,34.76785216022146,0.5,5628.5,3.6917575815887007
0,61.26267398331572,97.91305869768493,37.896478548792366,39.224107314225776,160.73885888538777,1474.0634649703604,1.435678409595076,4495.5233824234565,38.405523218220814,59.50753547946412,0.5,5628.5,4.019878064645118
0,33.66022782602961,78.6783553133613,29.4526768622224,37.373564331603184,163.44259541924643,1546.8467508890567,1.2636494016765536,2854.7765425005455,29.404905738086413,49.27344957527488,0.5,5628.5,5.220380537252703
1,42.52744022832682,69.21154546821842,31.22034047654916,40.74300403755811,148.8916888262431,1420.1852109684723,1.411929316465815,4095.1114624637153,28.198862764572596,41.01268270364582,0.5,5628.5,4.179720190322005
0,57.66562147447745,82.04902684531253,30.607527692782014,47.640500629078915,163.727862346432,1413.9574035818432,1.34950054295029,3459.2521618230553,39.08856715039424,42.960459694918285,0.5,5628.5,4.67223082283955
1,32.83588511949756,98.96090271741396,38.59938565589494,33.44796935917808,160.11854236379915,1940.72634486695,1.3447106131478748,4682.922778039242,33.10041241848665,65.86049029892732,0.5,5628.5,4.004485331384799
1,45.30427510895548,107.60775237917552,36.763046688809276,31.030168102986146,171.08661441660396,1703.6502746812805,1.4032508038977183,4808.988399780565,33.390866455103236,74.21688592407229,0.5,5628.5,4.094413739703
0,56.23404717674712,90.66254485824825,37.58814117521542,40.46523252732979,155.30610502252958,1346.3134144799842,1.5676569944638352,5349.70958529036,36.686809592084835,53.97573526616342,0.5,5628.5,4.279481503266383
1,47.30034379590895,102.4567059621359,34.208290012457695,35.60552733565483,173.06311315176032,1839.5145398423504,1.3475765525126782,4475.604854387448,36.48025044855979,65.97645551357611,0.5,5628.5,5.474093866367795
0,37.136043406927364,73.84233801990621,30.52263926408891,40.74868842674998,155.53985062260466,1281.2444166940343,1.412479996724928,3699.4138496125124,30.089784246759123,43.752553773147085,0.5,5628.5,4.029015068418895
1,52.44591981639243,56.6153330231808,32.23355798108742,36.647573675628095,132.52960698234685,1120.5532219132915,1.3788258304376941,2971.461533886555,20.748145881372388,35.867187141808415,0.5,5628.5,4.745721764633948
